,Data,Godzina,Sezon,Gospodarze,Gole_gospodarze,Gole_goście,Goście,Oddsy_gospodarze,Oddsy_remis,Oddsy_goście,Kto_wygrał,Punkty_Gospodarze,Zwycięstwa_Gospodarze,Remisy_Gospodarze,Porażki_Gospodarze,Gole_zdobyte_Gospodarze,Gole_stracone_Gospodarze,Avg._posiadanie_Gospodarze,Avg.strzały_Gospodarze,Avg.strzały_celne_Gospodarze,Avg.strzały_niecelne_Gospodarze,Avg.strzały_zablokowane_Gospodarze,Avg.rzuty_rożne_Gospodarze,Avg.spalone_Gospodarze,Avg.obrony_bramkarza_Gospodarze,Avg.faule_Gospodarze,Avg.Żółte_kartki_Gospodarze,Avg.Czerwone_kartki_Gospodarze,%_SFG_Gospodarze,Punkty_Goście,Zwycięstwa_Goście,Remisy_Goście,Porażki_Goście,Gole_zdobyte_Goście,Gole_stracone_Goście,Avg._posiadanie_Goście,Avg.strzały_Goście,Avg.strzały_celne_Goście,Avg.strzały_niecelne_Goście,Avg.strzały_zablokowane_Goście,Avg.rzuty_rożne_Goście,Avg.spalone_Goście,Avg.obrony_bramkarza_Goście,Avg.faule_Goście,Avg.Żółte_kartki_Goście,Avg.Czerwone_kartki_Goście,%_SFG_Goście
904,23 Lip 2022,20:00,22/23,Legia Warszawa,2,0,Zagłębie Lubin,1.72,3.84,5.17,Wygrali gospodarze,43.0,13.0,4.0,17.0,46.0,48.0,55.0,12.76,4.38,5.06,3.32,6.09,1.35,2.82,14.91,2.82,0.15,26.09,38.0,11.0,5.0,18.0,43.0,59.0,49.0,13.18,3.94,5.82,3.41,5.21,1.41,3.59,14.82,2.44,0.12,34.88
905,23 Lip 2022,17:30,22/23,Cracovia,2,0,Korona Kielce,1.66,3.93,5.58,Wygrali gospodarze,46.0,12.0,10.0,12.0,40.0,42.0,48.0,12.0,4.06,4.76,3.18,5.18,2.44,2.41,14.97,2.18,0.06,40.0,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
906,22 Lip 2022,20:30,22/23,Jagiellonia,0,2,Widzew Łódź,1.99,3.47,4.04,Wygrali goście,40.0,9.0,13.0,12.0,39.0,50.0,48.0,12.06,4.15,4.82,3.09,5.15,2.18,2.44,15.38,2.59,0.09,25.64,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
907,22 Lip 2022,18:00,22/23,Warta Poznań,0,4,Wisła Płock,2.61,3.2,2.96,Wygrali goście,42.0,11.0,9.0,14.0,35.0,38.0,44.0,10.06,3.41,3.85,2.79,4.29,1.76,2.53,15.62,2.03,0.06,40.0,48.0,15.0,3.0,16.0,48.0,51.0,50.0,10.47,4.03,3.56,2.88,5.0,1.44,3.76,15.06,2.79,0.15,37.5
908,18 Lip 2022,19:00,22/23,Górnik Zabrze,0,2,Cracovia,2.44,3.27,3.13,Wygrali goście,47.0,13.0,8.0,13.0,55.0,55.0,51.0,13.47,4.91,5.24,3.32,5.21,1.79,2.68,13.09,2.0,0.03,21.82,46.0,12.0,10.0,12.0,40.0,42.0,48.0,12.0,4.06,4.76,3.18,5.18,2.44,2.41,14.97,2.18,0.06,40.0
909,17 Lip 2022,17:30,22/23,Pogoń Szczecin,2,1,Widzew Łódź,1.49,4.38,7.18,Wygrali gospodarze,65.0,18.0,11.0,5.0,63.0,31.0,55.0,14.35,5.32,5.41,3.62,6.26,1.82,2.32,11.65,1.85,0.09,28.57,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
910,17 Lip 2022,15:00,22/23,Wisła Płock,3,0,Lechia Gdańsk,2.75,3.5,2.59,Wygrali gospodarze,48.0,15.0,3.0,16.0,48.0,51.0,50.0,10.47,4.03,3.56,2.88,5.0,1.44,3.76,15.06,2.79,0.15,37.5,57.0,16.0,9.0,9.0,52.0,39.0,54.0,13.38,4.68,5.44,3.26,6.47,1.74,3.56,14.85,2.18,0.03,28.85
911,17 Lip 2022,12:30,22/23,Radomiak Radom,1,1,Miedź Legnica,2.31,3.24,3.32,Remis,48.0,11.0,15.0,8.0,42.0,40.0,50.0,13.06,4.21,5.24,3.62,5.38,1.53,2.79,13.38,2.12,0.12,42.86,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
912,16 Lip 2022,20:00,22/23,Korona Kielce,1,1,Legia Warszawa,4.91,3.75,1.77,Remis,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,43.0,13.0,4.0,17.0,46.0,48.0,55.0,12.76,4.38,5.06,3.32,6.09,1.35,2.82,14.91,2.82,0.15,26.09
913,16 Lip 2022,17:30,22/23,Jagiellonia,2,0,Piast Gliwice,2.75,3.24,2.75,Wygrali gospodarze,40.0,9.0,13.0,12.0,39.0,50.0,48.0,12.06,4.15,4.82,3.09,5.15,2.18,2.44,15.38,2.59,0.09,25.64,54.0,15.0,9.0,10.0,45.0,37.0,47.0,10.85,3.5,4.62,2.74,4.38,1.82,2.68,12.65,1.5,0.0,40.0
914,16 Lip 2022,15:00,22/23,Lech Poznań,0,2,Stal Mielec,1.34,5.46,9.16,Wygrali goście,74.0,22.0,8.0,4.0,67.0,24.0,56.0,17.35,6.41,6.41,4.53,6.82,1.71,1.53,12.47,1.53,0.06,28.36,37.0,9.0,10.0,15.0,39.0,52.0,45.0,10.29,3.68,4.15,2.47,4.44,1.65,3.44,11.68,2.26,0.09,51.28
