,Data,Godzina,Sezon,Gospodarze,Gole_gospodarze,Gole_goście,Goście,Oddsy_gospodarze,Oddsy_remis,Oddsy_goście,Kto_wygrał
329,11 Maj 2024,17:30,23/24,Jagiellonia Białystok,3,0,Korona Kielce,1.58,4.58,5.14,Wygrali gospodarze
330,11 Maj 2024,15:00,23/24,Górnik Zabrze,1,1,Stal Mielec,1.58,4.2,5.72,Remis
331,10 Maj 2024,20:30,23/24,Śląsk Wrocław,4,0,Cracovia,2.26,3.19,3.49,Wygrali gospodarze
332,10 Maj 2024,18:00,23/24,Piast Gliwice,4,0,ŁKS Łódź,1.44,4.63,7.68,Wygrali gospodarze
333,06 Maj 2024,19:00,23/24,Pogoń Szczecin,1,0,Puszcza Niepołomice,1.44,5.18,6.46,Wygrali gospodarze
334,05 Maj 2024,17:30,23/24,Legia Warszawa,0,3,Radomiak Radom,1.48,4.59,6.48,Wygrali goście
335,05 Maj 2024,15:00,23/24,Korona Kielce,1,1,Piast Gliwice,2.81,2.98,2.8,Remis
336,05 Maj 2024,12:30,23/24,Warta Poznań,2,1,Widzew Łódź,2.34,3.2,3.21,Wygrali gospodarze
337,04 Maj 2024,20:00,23/24,Stal Mielec,3,2,Jagiellonia Białystok,4.99,4.33,1.63,Wygrali gospodarze
338,04 Maj 2024,17:30,23/24,Zagłębie Lubin,2,0,Raków Częstochowa,4.24,3.85,1.82,Wygrali gospodarze
339,04 Maj 2024,15:00,23/24,ŁKS Łódź,1,2,Śląsk Wrocław,3.58,3.68,2.03,Wygrali goście
340,03 Maj 2024,20:30,23/24,Ruch Chorzów,2,1,Lech Poznań,3.65,3.63,2.01,Wygrali gospodarze
341,03 Maj 2024,18:00,23/24,Cracovia,5,0,Górnik Zabrze,2.17,3.62,3.24,Wygrali gospodarze
342,29 Kwi 2024,19:00,23/24,Puszcza Niepołomice,1,1,Korona Kielce,3.05,3.18,2.49,Remis
343,28 Kwi 2024,17:30,23/24,Lech Poznań,0,0,Cracovia,1.91,3.55,4.1,Remis
344,28 Kwi 2024,15:00,23/24,Stal Mielec,1,3,Legia Warszawa,5.62,4.03,1.61,Wygrali goście
345,28 Kwi 2024,12:30,23/24,Radomiak Radom,3,4,Zagłębie Lubin,2.51,3.06,3.07,Wygrali goście
346,27 Kwi 2024,20:00,23/24,Widzew Łódź,0,1,Raków Częstochowa,3.72,3.68,1.96,Wygrali goście
347,27 Kwi 2024,17:30,23/24,Śląsk Wrocław,2,3,Ruch Chorzów,1.84,3.43,4.73,Wygrali goście
348,27 Kwi 2024,15:00,23/24,Górnik Zabrze,4,1,ŁKS Łódź,1.56,4.44,5.53,Wygrali gospodarze
349,26 Kwi 2024,20:30,23/24,Jagiellonia Białystok,2,2,Pogoń Szczecin,1.98,3.93,3.49,Remis
350,26 Kwi 2024,18:00,23/24,Piast Gliwice,2,0,Warta Poznań,1.96,3.04,4.99,Wygrali gospodarze
351,22 Kwi 2024,19:00,23/24,Warta Poznań,5,2,Stal Mielec,2.19,3.04,3.82,Wygrali gospodarze
352,21 Kwi 2024,17:30,23/24,Legia Warszawa,0,0,Śląsk Wrocław,1.7,3.65,5.86,Remis
353,21 Kwi 2024,15:00,23/24,ŁKS Łódź,2,3,Lech Poznań,4.64,4.12,1.72,Wygrali goście
354,21 Kwi 2024,12:30,23/24,Cracovia,0,1,Puszcza Niepołomice,1.83,3.5,4.57,Wygrali goście
355,20 Kwi 2024,20:00,23/24,Zagłębie Lubin,1,2,Jagiellonia Białystok,2.88,3.53,2.4,Wygrali goście
356,20 Kwi 2024,17:30,23/24,Ruch Chorzów,2,3,Widzew Łódź,2.43,3.35,2.99,Wygrali goście
357,20 Kwi 2024,15:00,23/24,Pogoń Szczecin,0,2,Piast Gliwice,2.04,3.41,3.83,Wygrali goście
358,19 Kwi 2024,20:30,23/24,Raków Częstochowa,0,1,Górnik Zabrze,1.55,4.22,6.2,Wygrali goście
359,19 Kwi 2024,18:00,23/24,Korona Kielce,4,0,Radomiak Radom,2.39,3.15,3.26,Wygrali gospodarze
360,15 Kwi 2024,19:00,23/24,Piast Gliwice,2,0,Zagłębie Lubin,2.31,3.03,3.61,Wygrali gospodarze
361,14 Kwi 2024,17:30,23/24,Górnik Zabrze,2,0,Śląsk Wrocław,2.43,3.23,3.09,Wygrali gospodarze
362,14 Kwi 2024,15:00,23/24,Jagiellonia Białystok,1,3,Cracovia,1.81,3.81,4.28,Wygrali goście
363,14 Kwi 2024,12:30,23/24,ŁKS Łódź,3,2,Radomiak Radom,3.6,3.48,2.07,Wygrali gospodarze
364,13 Kwi 2024,20:00,23/24,Raków Częstochowa,1,1,Legia Warszawa,2.17,3.35,3.56,Remis
365,13 Kwi 2024,17:30,23/24,Puszcza Niepołomice,2,1,Lech Poznań,5.13,3.8,1.7,Wygrali gospodarze
366,13 Kwi 2024,15:00,23/24,Stal Mielec,0,0,Widzew Łódź,3.08,3.39,2.33,Remis
367,12 Kwi 2024,20:30,23/24,Pogoń Szczecin,5,0,Ruch Chorzów,1.51,4.62,6.18,Wygrali gospodarze
368,12 Kwi 2024,18:00,23/24,Warta Poznań,1,0,Korona Kielce,2.6,2.89,3.23,Wygrali gospodarze
369,08 Kwi 2024,19:00,23/24,Zagłębie Lubin,1,2,Górnik Zabrze,2.19,3.38,3.45,Wygrali goście
370,07 Kwi 2024,17:30,23/24,Legia Warszawa,1,1,Jagiellonia Białystok,1.95,3.7,3.83,Remis
371,07 Kwi 2024,15:00,23/24,Lech Poznań,1,0,Pogoń Szczecin,2.29,3.54,3.07,Wygrali gospodarze
372,07 Kwi 2024,12:30,23/24,Widzew Łódź,1,0,Piast Gliwice,2.42,3.09,3.18,Wygrali gospodarze
373,06 Kwi 2024,20:00,23/24,Śląsk Wrocław,2,1,Warta Poznań,1.98,3.09,4.63,Wygrali gospodarze
374,06 Kwi 2024,17:30,23/24,Ruch Chorzów,0,0,Puszcza Niepołomice,1.85,3.67,4.27,Remis
375,06 Kwi 2024,15:00,23/24,Korona Kielce,1,0,Stal Mielec,1.92,3.39,4.3,Wygrali gospodarze
376,05 Kwi 2024,20:30,23/24,Radomiak Radom,2,1,Raków Częstochowa,3.66,3.44,2.09,Wygrali gospodarze
377,05 Kwi 2024,18:00,23/24,Cracovia,2,2,ŁKS Łódź,1.46,4.7,6.78,Remis
378,02 Kwi 2024,19:00,23/24,Warta Poznań,1,1,Zagłębie Lubin,3.14,3.01,2.59,Remis
379,01 Kwi 2024,20:00,23/24,Górnik Zabrze,1,3,Legia Warszawa,3.38,3.48,2.17,Wygrali goście
380,01 Kwi 2024,17:30,23/24,Widzew Łódź,3,1,Korona Kielce,2.15,3.38,3.57,Wygrali gospodarze
381,01 Kwi 2024,15:00,23/24,Stal Mielec,0,0,Lech Poznań,4.53,3.47,1.87,Remis
382,01 Kwi 2024,12:30,23/24,Puszcza Niepołomice,1,1,Radomiak Radom,2.91,3.36,2.52,Remis
383,30-Mar-24,20:00,23/24,Pogoń Szczecin,3,1,Cracovia,1.79,3.77,4.63,Wygrali gospodarze
384,30-Mar-24,17:30,23/24,Piast Gliwice,2,2,Śląsk Wrocław,2.26,2.99,3.83,Remis
385,30-Mar-24,15:00,23/24,Jagiellonia Białystok,6,0,ŁKS Łódź,1.36,5.45,8.11,Wygrali gospodarze
386,30-Mar-24,12:30,23/24,Raków Częstochowa,1,1,Ruch Chorzów,1.45,4.77,7.01,Remis
387,17-Mar-24,17:30,23/24,Legia Warszawa,3,1,Piast Gliwice,1.63,3.76,6.07,Wygrali gospodarze
388,17-Mar-24,15:00,23/24,ŁKS Łódź,1,1,Raków Częstochowa,7.38,4.66,1.45,Remis
389,17-Mar-24,12:30,23/24,Korona Kielce,2,2,Pogoń Szczecin,3.24,3.39,2.27,Remis
390,16-Mar-24,20:00,23/24,Śląsk Wrocław,0,0,Puszcza Niepołomice,1.74,3.68,5.17,Remis
391,16-Mar-24,17:30,23/24,Ruch Chorzów,1,2,Górnik Zabrze,2.69,3.28,2.77,Wygrali goście
392,16-Mar-24,15:00,23/24,Radomiak Radom,0,2,Jagiellonia Białystok,2.97,3.26,2.5,Wygrali goście
393,16-Mar-24,12:30,23/24,Cracovia,2,2,Widzew Łódź,1.96,3.43,4.08,Remis
394,15-Mar-24,20:30,23/24,Lech Poznań,2,0,Warta Poznań,1.66,3.57,6.41,Wygrali gospodarze
395,15-Mar-24,18:00,23/24,Zagłębie Lubin,0,0,Stal Mielec,1.71,3.77,5.2,Remis
396,13-Mar-24,18:30,23/24,Korona Kielce,0,2,Raków Częstochowa,4.33,3.38,1.96,Wygrali goście
397,12-Mar-24,18:30,23/24,Piast Gliwice,1,0,Puszcza Niepołomice,1.65,3.73,5.21,Wygrali gospodarze
398,11-Mar-24,19:00,23/24,Warta Poznań,0,1,ŁKS Łódź,2.01,3.27,4.18,Wygrali goście
399,10-Mar-24,17:30,23/24,Widzew Łódź,1,0,Legia Warszawa,3.69,3.58,2.03,Wygrali gospodarze
400,10-Mar-24,15:00,23/24,Pogoń Szczecin,0,2,Zagłębie Lubin,1.71,4.16,4.63,Wygrali goście
401,10-Mar-24,12:30,23/24,Stal Mielec,3,1,Ruch Chorzów,2,3.59,3.71,Wygrali gospodarze
402,09-Mar-24,20:00,23/24,Górnik Zabrze,0,0,Lech Poznań,2.79,3.27,2.6,Remis
403,09-Mar-24,17:30,23/24,Puszcza Niepołomice,1,1,Raków Częstochowa,5.78,4.15,1.59,Remis
404,09-Mar-24,15:00,23/24,Korona Kielce,1,1,Cracovia,2.61,3.09,3.01,Remis
405,08-Mar-24,20:30,23/24,Jagiellonia Białystok,3,1,Śląsk Wrocław,2.07,3.45,3.83,Wygrali gospodarze
406,08-Mar-24,18:00,23/24,Piast Gliwice,2,3,Radomiak Radom,2.07,3.06,4.3,Wygrali goście
407,04-Mar-24,19:00,23/24,Radomiak Radom,2,1,Stal Mielec,1.92,3.41,4.38,Wygrali gospodarze
408,03-Mar-24,17:30,23/24,Raków Częstochowa,4,0,Lech Poznań,2.1,3.36,3.73,Wygrali gospodarze
409,03-Mar-24,15:00,23/24,Zagłębie Lubin,1,0,Korona Kielce,2.14,3.4,3.46,Wygrali gospodarze
410,03-Mar-24,12:30,23/24,ŁKS Łódź,3,2,Puszcza Niepołomice,2.41,3.32,3.02,Wygrali gospodarze
411,02-Mar-24,20:00,23/24,Legia Warszawa,1,1,Pogoń Szczecin,1.94,3.8,3.89,Remis
412,02-Mar-24,17:30,23/24,Śląsk Wrocław,2,1,Widzew Łódź,2.21,3.11,3.7,Wygrali gospodarze
413,02-Mar-24,15:00,23/24,Górnik Zabrze,2,1,Jagiellonia Białystok,2.47,3.56,2.78,Wygrali gospodarze
414,01-Mar-24,20:30,23/24,Ruch Chorzów,3,0,Piast Gliwice,3.46,3.08,2.37,Wygrali gospodarze
415,01-Mar-24,18:00,23/24,Cracovia,0,1,Warta Poznań,1.77,3.47,5.36,Wygrali goście
416,28 Lut 2024,18:30,23/24,Stal Mielec,1,0,ŁKS Łódź,2.07,3.4,3.76,Wygrali gospodarze
417,26 Lut 2024,19:00,23/24,Warta Poznań,0,0,Radomiak Radom,2.62,2.98,3.1,Remis
418,25 Lut 2024,17:30,23/24,Korona Kielce,3,3,Legia Warszawa,3.54,3.42,2.11,Remis
419,25 Lut 2024,15:00,23/24,Widzew Łódź,3,1,Górnik Zabrze,2.37,3.36,3.11,Wygrali gospodarze
420,25 Lut 2024,12:30,23/24,Puszcza Niepołomice,2,2,Zagłębie Lubin,3.27,3.38,2.26,Remis
421,24 Lut 2024,20:00,23/24,Stal Mielec,0,0,Raków Częstochowa,6.18,4.17,1.57,Remis
422,24 Lut 2024,17:30,23/24,Lech Poznań,0,0,Śląsk Wrocław,2.01,3.32,4.21,Remis
423,24 Lut 2024,15:00,23/24,Jagiellonia Białystok,1,1,Ruch Chorzów,1.54,4.51,5.81,Remis
424,23 Lut 2024,20:30,23/24,Pogoń Szczecin,4,2,ŁKS Łódź,1.33,5.69,8.64,Wygrali gospodarze
425,23 Lut 2024,18:00,23/24,Piast Gliwice,0,0,Cracovia,2.35,2.99,3.53,Remis
426,19 Lut 2024,19:00,23/24,Górnik Zabrze,3,1,Korona Kielce,2.1,3.43,3.63,Wygrali gospodarze
427,18 Lut 2024,17:30,23/24,ŁKS Łódź,0,2,Widzew Łódź,3.11,3.41,2.34,Wygrali goście
428,18 Lut 2024,15:00,23/24,Legia Warszawa,1,1,Puszcza Niepołomice,1.34,5.39,9.15,Remis
429,18 Lut 2024,12:30,23/24,Zagłębie Lubin,1,1,Cracovia,2.45,3.35,2.99,Remis
430,17 Lut 2024,20:00,23/24,Raków Częstochowa,3,1,Piast Gliwice,1.85,3.5,4.6,Wygrali gospodarze
431,17 Lut 2024,17:30,23/24,Jagiellonia Białystok,1,2,Lech Poznań,2.43,3.35,3.02,Wygrali goście
432,17 Lut 2024,15:00,23/24,Ruch Chorzów,0,0,Warta Poznań,2.54,2.97,3.15,Remis
433,16 Lut 2024,20:30,23/24,Śląsk Wrocław,0,1,Stal Mielec,1.67,3.73,5.73,Wygrali goście
434,16 Lut 2024,18:00,23/24,Radomiak Radom,0,4,Pogoń Szczecin,3.55,3.48,2.11,Wygrali goście
435,12 Lut 2024,19:00,23/24,Korona Kielce,2,1,ŁKS Łódź,1.79,3.62,4.77,Wygrali gospodarze
436,11 Lut 2024,17:30,23/24,Śląsk Wrocław,0,1,Pogoń Szczecin,2.9,3.4,2.52,Wygrali goście
437,11 Lut 2024,15:00,23/24,Widzew Łódź,1,3,Jagiellonia Białystok,2.72,3.42,2.62,Wygrali goście
438,11 Lut 2024,12:30,23/24,Warta Poznań,2,1,Raków Częstochowa,5.57,3.79,1.67,Wygrali gospodarze
439,10 Lut 2024,20:00,23/24,Lech Poznań,2,0,Zagłębie Lubin,1.72,3.87,4.93,Wygrali gospodarze
440,10 Lut 2024,17:30,23/24,Piast Gliwice,1,3,Górnik Zabrze,1.96,3.33,4.3,Wygrali goście
441,10 Lut 2024,15:00,23/24,Cracovia,6,0,Radomiak Radom,2.03,3.27,3.95,Wygrali gospodarze
442,09 Lut 2024,20:30,23/24,Ruch Chorzów,0,1,Legia Warszawa,6,4.11,1.59,Wygrali goście
443,09 Lut 2024,18:00,23/24,Stal Mielec,2,1,Puszcza Niepołomice,2.26,3.3,3.41,Wygrali gospodarze
444,20 Gru 2023,19:00,23/24,Cracovia,2,0,Legia Warszawa,3.18,3.27,2.38,Wygrali gospodarze
445,18 Gru 2023,19:00,23/24,Piast Gliwice,3,0,Stal Mielec,1.52,4.14,7.04,Wygrali gospodarze
446,17 Gru 2023,17:30,23/24,Legia Warszawa,2,0,Cracovia,1.64,4.06,5.45,Wygrali gospodarze
447,17 Gru 2023,15:00,23/24,Raków Częstochowa,1,0,Korona Kielce,1.52,4.39,6.35,Wygrali gospodarze
448,17 Gru 2023,12:30,23/24,ŁKS Łódź,1,1,Ruch Chorzów,2.44,3.38,3.01,Remis
449,16 Gru 2023,20:00,23/24,Radomiak Radom,2,2,Lech Poznań,3.36,3.43,2.2,Remis
450,16 Gru 2023,17:30,23/24,Widzew Łódź,1,2,Pogoń Szczecin,3.43,3.5,2.16,Wygrali goście
451,16 Gru 2023,15:00,23/24,Puszcza Niepołomice,3,3,Jagiellonia Białystok,4.21,3.65,1.89,Remis
452,15 Gru 2023,20:30,23/24,Zagłębie Lubin,1,2,Śląsk Wrocław,2.29,3.2,3.47,Wygrali goście
453,15 Gru 2023,18:00,23/24,Górnik Zabrze,3,0,Warta Poznań,2.11,3.32,3.75,Wygrali gospodarze
454,11 Gru 2023,19:00,23/24,Puszcza Niepołomice,1,0,Widzew Łódź,3.37,3.37,2.24,Wygrali gospodarze
455,10 Gru 2023,17:30,23/24,Jagiellonia Białystok,4,2,Raków Częstochowa,2.86,3.47,2.49,Wygrali gospodarze
456,10 Gru 2023,15:00,23/24,ŁKS Łódź,1,1,Legia Warszawa,5.7,4.24,1.58,Remis
457,10 Gru 2023,12:30,23/24,Lech Poznań,0,1,Piast Gliwice,1.94,3.53,4.04,Wygrali goście
458,09 Gru 2023,20:00,23/24,Śląsk Wrocław,0,0,Korona Kielce,2.3,3.26,3.3,Remis
459,09 Gru 2023,17:30,23/24,Cracovia,2,2,Stal Mielec,1.68,3.82,5.35,Remis
460,09 Gru 2023,15:00,23/24,Radomiak Radom,1,1,Górnik Zabrze,2.15,3.42,3.44,Remis
461,08 Gru 2023,20:30,23/24,Pogoń Szczecin,3,3,Warta Poznań,1.5,4.48,6.62,Remis
462,08 Gru 2023,18:00,23/24,Ruch Chorzów,2,2,Zagłębie Lubin,3.05,3.55,2.33,Remis
463,03 Gru 2023,17:30,23/24,Śląsk Wrocław,1,1,Raków Częstochowa,3.92,3.58,2,Remis
464,03 Gru 2023,15:00,23/24,Zagłębie Lubin,0,3,Legia Warszawa,3.57,3.56,2.07,Wygrali goście
465,03 Gru 2023,12:30,23/24,Cracovia,4,4,Ruch Chorzów,1.66,3.82,5.58,Remis
466,02 Gru 2023,20:00,23/24,Korona Kielce,0,1,Lech Poznań,3.33,3.4,2.24,Wygrali goście
467,02 Gru 2023,17:30,23/24,Widzew Łódź,0,3,Radomiak Radom,2.26,3.32,3.3,Wygrali goście
468,01 Gru 2023,20:30,23/24,Górnik Zabrze,1,0,Pogoń Szczecin,3.05,3.63,2.28,Wygrali gospodarze
469,01 Gru 2023,18:00,23/24,Warta Poznań,1,2,Jagiellonia Białystok,3.38,3.17,2.31,Wygrali goście
470,27 Lis 2023,19:00,23/24,Radomiak Radom,0,1,Śląsk Wrocław,2.25,3.31,3.4,Wygrali goście
471,26 Lis 2023,17:30,23/24,Lech Poznań,1,3,Widzew Łódź,1.54,4.32,6.09,Wygrali goście
472,26 Lis 2023,15:00,23/24,Ruch Chorzów,1,1,Korona Kielce,2.91,3.44,2.45,Remis
473,26 Lis 2023,12:30,23/24,Puszcza Niepołomice,2,1,Górnik Zabrze,2.88,3.33,2.48,Wygrali gospodarze
474,25 Lis 2023,20:00,23/24,Legia Warszawa,2,2,Warta Poznań,1.47,4.18,7.91,Remis
475,25 Lis 2023,17:30,23/24,Pogoń Szczecin,2,3,Stal Mielec,1.31,5.62,9.75,Wygrali goście
476,25 Lis 2023,15:00,23/24,Raków Częstochowa,1,1,Cracovia,1.6,4.07,5.76,Remis
477,24 Lis 2023,20:30,23/24,Jagiellonia Białystok,0,0,Piast Gliwice,2.4,3.18,3.1,Remis
478,24 Lis 2023,18:00,23/24,ŁKS Łódź,0,2,Zagłębie Lubin,2.66,3.38,2.72,Wygrali goście
479,18 Lis 2023,17:30,23/24,Widzew Łódź,2,1,Ruch Chorzów,1.91,3.61,4.09,Wygrali gospodarze
480,13 Lis 2023,19:00,23/24,Ruch Chorzów,0,0,Radomiak Radom,2.86,3.33,2.54,Remis
481,12 Lis 2023,17:30,23/24,Legia Warszawa,0,0,Lech Poznań,2.26,3.37,3.32,Remis
482,12 Lis 2023,15:00,23/24,Pogoń Szczecin,1,1,Raków Częstochowa,2.51,3.47,2.8,Remis
483,12 Lis 2023,12:30,23/24,Stal Mielec,2,1,Górnik Zabrze,2.96,3.27,2.49,Wygrali gospodarze
484,11 Lis 2023,20:00,23/24,Korona Kielce,2,2,Jagiellonia Białystok,2.74,3.43,2.61,Remis
485,11 Lis 2023,17:30,23/24,Zagłębie Lubin,1,1,Widzew Łódź,2.28,3.45,3.08,Remis
